image_name|comment;
4056514744.jpg| People are walking outside and two people are blowing leaves .;
4056514744.jpg| Two people leaf-blow a sidewalk .;
405694615.jpg| A lady posing in front of a camera is wearing jeans with her thumbs in each front pocket , while lady wearing a green shirt is watching from behind holding a drink and snack .;
405694615.jpg| A woman in a striped shirt smiles at the camera while another woman enjoys refreshments behind her .;
405694615.jpg| Two ladies one with her fingers in her pocket and the other with a drink in her hand at a party .;
405694615.jpg| A woman in a striped shirt posing for the camera while another woman holding a drink looks on .;
405694615.jpg| A woman poses for the camera in front of other people eating and drinking .;
405698513.jpg| A woman who is holding a blue ribbon is standing with one leg on the ground and the other leg in a vertical manner above her waist while most of the rest of her body is in a horizontal position .;
405698513.jpg| A Caucasian ribbon dancer wearing a dark blue and sheer fabric outfit decorated with flowers is twirling her dark blue ribbon into circles as she dances on one foot with her head thrown back .;
405698513.jpg| A young female gymnast , wearing a sequined royal blue and white outfit , is lifting her right leg straight up in the air .;
405698513.jpg| Lady doing a gymnastic move while bending backwards and holding a purple ribbon .;
405698513.jpg| A gymnast bends while twirling a ribbon .;
407278057.jpg| Four people are sitting together in a circle , overlooking a body of water .;
407278057.jpg| Four hikers sit along side a valley river , beneath trees .;
407278057.jpg| A group of people sitting on a cliff overlooking water .;
407278057.jpg| Some people resting near a forest and near a river .;
407278057.jpg| four adults are eating and conversing by the water .;
4075694947.jpg| Competitive swimmers leap from the edge of a pool , towards the water .;
4075694947.jpg| Swimmers wearing caps and goggles are about to dive into the water .;
4075694947.jpg| A group of swimmers are diving into a swimming pool .;
4075694947.jpg| A group of swimmers getting ready to dive in a pool .;
4075694947.jpg| Swimmers are diving off the ledge for a race .;
4077607563.jpg| A vietnamese man driving a tractor through a dirt ravine while a woman rides on the back .;
4077607563.jpg| A man and a woman on a tractor the man is driving while the woman rides in the back .;
4077607563.jpg| Two people ride in vehicle between mud huts , with rice paddies in the background .;
4077607563.jpg| SouthEast Asian couple riding on a tractor through a beach landscape .;
4077607563.jpg| Two women hauling baskets up a hill .;
4086671949.jpg| A woman in a black coat is riding her bike on a street as a man in shorts and a striped top looks at her as he passes her .;
4086671949.jpg| A man is walking down the street with a backpack and a woman is riding her bike in the opposite direction .;
4086671949.jpg| A woman in a black coat is riding a bike while a man looks at her over his right shoulder .;
4086671949.jpg| A man looks at a woman as she rides a bicycle past him .;
4086671949.jpg| A woman is riding a bicycle down the street .;
409001107.jpg| With flowers in the foreground , a man in a blue striped shirt bikes past a large white building .;
409001107.jpg| The old man is driving his bicycle across the street from the white building .;
409001107.jpg| An elderly man riding his bike with a large white building behind him .;
409001107.jpg| A man on a bicycle drives by a large white Christian building .;
409001107.jpg| An old man on a bicycle is biking past a large white chapel .;
4093563644.jpg| A backhoe is digging a trench outside of a building .;
4093563644.jpg| A piece of heavy machinery sits in front of a hole .;
4093563644.jpg| A yellow tractor digging in an urban environment .;
4093563644.jpg| A bulldozer digging a whole in the ground .;
4093563644.jpg| Tractor doing construction work .;
410325904.jpg| Two men , one younger and the other older , stationed at what looks like a control board at an airport .;
410325904.jpg| Two men one in a blue shirt and another in a gray shirt put on friendly faces and pose for a picture .;
410325904.jpg| An older man sits in front of a young man standing in an air traffic control booth .;
410325904.jpg| Two men , one sitting and one standing , are at the controls at an airport .;
410325904.jpg| An older gentleman sitting and a young man standing in a control booth .;
4107419112.jpg| A man wearing casual clothes is sleeping on a public bench with a plastic bag and beer bottle at his side .;
4107419112.jpg| A man wearing blue jeans and a vest is laying down on a city bench next to a beer bottle .;
4107419112.jpg| A man sleeps outdoors in a city park with people all around him .;
4107419112.jpg| A man is resting atop concrete structure in a crowded area .;
4107419112.jpg| A man with a beer and a plastic bag sleeping in a park .;
4107474314.jpg| Three boys on a basketball court , wearing team uniforms , are attempting to reach a basketball which is not photographed but appears to be descending just out of their reach .;
4107474314.jpg| Five boys competing in a sport are wearing orange or blue are looking up with arms outstretched .;
4107474314.jpg| Five young basketball players attempt to take possession of the basketball after tip-off .;
4107474314.jpg| Several small children are playing basketball .;
4107474314.jpg| Young boys plays sports together .;
4113033557.jpg| A boy wearing a hat and sitting on a wall looks over at a group of people standing by the riverside .;
4113033557.jpg| A lonesome teenager peers at a beach full of potential friends .;
4113033557.jpg| Swimmers in a lake being watched by a boy sitting on a wall .;
4113033557.jpg| A group of people are standing near the shore of a lake .;
4113033557.jpg| Group of people by a lake .;
4114592385.jpg| The rag tag of the blue bus turning a street corner seems out of place amidst shops , pedestrians , and a lone woman riding a red bicycle .;
4114592385.jpg| People are crowded around a dilapidated bus on the street corner;
4114592385.jpg| A person is riding a red bicycle along side a blue bus .;
4114592385.jpg| The blue bus passes pedestrians on a busy city street .;
4114592385.jpg| A woman riding a bike past a bus full of people .;
412082368.jpg| A young boy is getting ready to hit a pinata with a blue baseball bat .;
412082368.jpg| A boy holds a blue stick , as a man holds a pinata above him .;
412082368.jpg| Boy in red shirt getting ready to hit the pinata .;
412082368.jpg| the young boy takes a swing at the pinata .;
412082368.jpg| A child gets ready to swing at a pinata .;
4138721052.jpg| There is a man with a fedora hat and blue dress coat playing an accordion in front of a sign .;
4138721052.jpg| A man in a black cap and blue coat is playing the accordion while sitting down .;
4138721052.jpg| Adult man in a Black hat and coat playing an accordion by hand outside .;
4138721052.jpg| A middle-aged man wearing a Pandora hat is playing an old accordion .;
4138721052.jpg| A man in a black hat with a green stripe plays the accordion .;
4146150983.jpg| A solider with her daughter coming down a buffet line , looking at his choices in food .;
4146150983.jpg| A soldier and a young girl stand in line at cafeteria .;
4146150983.jpg| Military man getting some food at the mess hall .;
4146150983.jpg| A soldier and his daughter are buying lunch .;
4146150983.jpg| Army men ordering food at a restaurant .;
4146886427.jpg| People are gathered around the table filled with food .;
4146886427.jpg| A family is sitting at a table ready to eat dinner .;
4146886427.jpg| 6 people are gathered around to eat a big dinner .;
4146886427.jpg| A family having a turkey dinner .;
4146886427.jpg| A happy family at thanksgiving .;
415118186.jpg| A man wearing black clothes , standing and looking out over a snowy scene .;
415118186.jpg| A person in dark clothing takes a snapshot of a snowy scene .;
415118186.jpg| A man in black looks out over a snowy landscape .;
415118186.jpg| A person taking pictures outside in the snow .;
415118186.jpg| A man looks out over frozen tundra .;
4151285133.jpg| Several people going up and down escalators with a mirror on one side inside of a shopping mall .;
4151285133.jpg| People riding escalator in a hopping mall during the holiday season .;
4151285133.jpg| Two men looking at their image in a mirror on the escalator .;
4151285133.jpg| A man on an elevator looks at the mirror on the wall .;
4151285133.jpg| People riding escalator in a shopping mall .;
416106657.jpg| A fluffy white dog runs through the woods with his ears flapping in the breeze .;
416106657.jpg| The little white dog wearing the red collar is running in the grass .;
416106657.jpg| A white dog wearing a red harness runs though the woods .;
416106657.jpg| A small white dog is running across a grassy field .;
416106657.jpg| A white dog runs in the grass .;
4162702.jpg| Two women dressed in blue are walking through a grassy hillside .;
4162702.jpg| Two older women walk together through a grassy field .;
4162702.jpg| Two women wearing blue jeans are walking outside .;
4162702.jpg| Two women walking wearing all blue in a field .;
4162702.jpg| Two women walking through the field;
4170813283.jpg| A diver taking a photo of himself with one other diver posing in the background .;
4170813283.jpg| Two people are underwater wearing black and blue scuba gear .;
4170813283.jpg| Two scuba divers take an underwater photograph together .;
4170813283.jpg| Two Scuba Divers pose candidly in an underwater Reef .;
4170813283.jpg| Two scuba divers are underwater .;
4196910318.jpg| A man with a tattoo on the left side of his left leg plays a drum set while sitting under yellow lights .;
4196910318.jpg| Seen from a low angle , a man in a tank top plays the drums .;
4196910318.jpg| A drummer in blue shirt and shorts is performing on a stage .;
4196910318.jpg| A man playing drums with a tattoo on his leg .;
4196910318.jpg| A drummer sitting at his drum set playing .;
42018548.jpg| A nice day with a balloon festival going on with multiple hot air balloons being blown up .;
42018548.jpg| A large crowd has gathered to watch the hot air balloons take flight .;
42018548.jpg| large gathering of people for the launch of hot air balloons .;
42018548.jpg| A large crowd gathers to watch hot-air balloons .;
42018548.jpg| Hot air balloons are being prepared for use .;
4202073868.jpg| A man with a tattoo behind his ear and wearing glasses is smiling while playing a guitar .;
4202073868.jpg| A man with a tattoo behind his ear plays the guitar and sings into a microphone .;
4202073868.jpg| A man with a tattoo behind his ear is playing a guitar .;
4202073868.jpg| A man with a neck tattoo is playing the guitar .;
4202073868.jpg| Indie artist plays guitar .;
4209180917.jpg| A balding man with blue jeans skates among a group of people ice-skating in an outside rink .;
4209180917.jpg| A group of people trying their hand at ice skating on a sunny day .;
4209180917.jpg| A community on a frozen pond in winter skating around .;
4209180917.jpg| Ice skaters leisurely skate around a public rink .;
4209180917.jpg| A group of people are ice skating .;
421932359.jpg| A brown and white dog is running across a brown field .;
421932359.jpg| A black and white dog is running towards the viewer .;
421932359.jpg| A dog running through a field towards a camera .;
421932359.jpg| A dog with its ears up runs on brown grass .;
421932359.jpg| A white dog running on dirt .;
423375604.jpg| A woman with glasses with a large bag around her arm on a street surrounded by people .;
423375604.jpg| A woman wearing a white blouse is waiting to cross a busy street .;
423375604.jpg| A crowded street corner full of commuters .;
423375604.jpg| a woman in the city holds a big purse;
423375604.jpg| A woman walking down a crowded street;
4238141532.jpg| A group of well dressed people look towards the front of a church .;
4238141532.jpg| A group of people in formal clothing gathering in a church .;
4238141532.jpg| A family with many generations is attending church .;
4238141532.jpg| A group of people are gathered around pews .;
4238141532.jpg| A congregation taking pictures in a church .;
424047148.jpg| A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .;
424047148.jpg| Next to a green field , young blond woman sitting outside on a gray trunk applying makeup to her face .;
424047148.jpg| A young blond-haired woman wearing blue jeans and black sweater , applying facial makeup .;
424047148.jpg| A young woman sitting on a large tool chest paints her face silver .;
424047148.jpg| woman sitting on a toolbox applying a white substance to her face .;
4242015151.jpg| Two members of opposite teams stand side by side in front of a soccer ball .;
4242015151.jpg| A soccer player wearing the number 32 and a referee holding a yellow flag .;
4242015151.jpg| Two men in uniforms are in soccer field behind a line waiting to play .;
4242015151.jpg| soccer player in maroon jersey standing next to ref in black;
4242015151.jpg| A soccer player gets ready for a corner kick .;
425077383.jpg| Two elementary school age boys playing with a dollhouse and toy firetruck along with two toddling girls in matching pink outfits .;
425077383.jpg| A small boy in a polo is playing with twin baby girls while another little boy is playing alone .;
425077383.jpg| Two young boys are playing with two toddler girls .;
425077383.jpg| Small children play with a toddler in a house .;
425077383.jpg| Toddlers playing with yellow ride on toy .;
425088533.jpg| A toddler in a red sweatshirt and gray sweatpants in the branches of a tree;
425088533.jpg| A little boy in a red sweater is climbing a tree .;
425088533.jpg| A young boy in a red shirt plays in a tree .;
425088533.jpg| A little boy in red is climbing a tree .;
425088533.jpg| A small child in a tree .;
4254302719.jpg| A person , wearing a red coat and dark pants , is hiking down a snow covered hill .;
4254302719.jpg| A snowshoer wearing a red jacket and black pants descends a snowy slope .;
4254302719.jpg| A woman in red jacket is skiing up in the mountain in the snow .;
4254302719.jpg| Skier in orange jacket , standing at the top of a hill;
4254302719.jpg| A woman with a red jacket skying over a mountain .;
4280301189.jpg| A group of people are sitting at a table and eating together , they are in a fine dining establishment .;
4280301189.jpg| Three men and two women are drinking liquor and eating a meal on a black table with wooden chairs .;
4280301189.jpg| A group of two woman and 3 men sit at a dark wooden table eating dinner .;
4280301189.jpg| A group of five people are eating a meal in a restaurant .;
4280301189.jpg| Five people at a table eating .;
4282923962.jpg| Woman in pink long-sleeve shirt sitting in front of piano crying .;
4282923962.jpg| A young woman fights her life struggles through the piano .;
4282923962.jpg| Woman with tear stained face at a piano .;
4282923962.jpg| A woman at a piano with smeared mascara .;
4282923962.jpg| A crying woman leans on a piano .;
4289389552.jpg| A man in a yellow and gray jacket takes a picture of a woman in a white coat carrying a red bag .;
4289389552.jpg| A man is taking a picture of a woman standing on a stone block .;
4289389552.jpg| The man in the yellow and gray jacket is taking a picture .;
4289389552.jpg| A man wearing a winter jacket is taking a picture .;
4289389552.jpg| A man in black cap is taking photo .;
4294610133.jpg| two men are seen talking , one man wears pink and another is sporting a t-shirt for summer school 60th anniversary .;
4294610133.jpg| A man in a white shirt advertising a summer school is talking to a man in a pink shirt in front of a crowd .;
4294610133.jpg| A middle-aged man in a white dress shirt conversing with a man in a pink dress shirt .;
4294610133.jpg| Two men talking , one wearing a Summer School shirt .;
4297110982.jpg| Some people are standing towards the back of the picture while there is a colorful wooden boat with planks of wood over the top of it for decoration .;
4297110982.jpg| People stand nearby a boat that has been painted with designs .;
4297110982.jpg| People at a park or beach surrounded by colorful artwork .;
4297110982.jpg| People stand in a park behind an ornamental boat .;
4297110982.jpg| Group of people playing a game outside;
429851331.jpg| A brown dog holding something purple and black in its mouth .;
429851331.jpg| The wet dog catches a toy while playing on the sand .;
429851331.jpg| A large wet yellow dog retrives his toy .;
429851331.jpg| a dog catches black Frisbee .;
429851331.jpg| Dog running with toy .;
4300735716.jpg| A female soccer player is lying on the field with a painful expression on her face .;
4300735716.jpg| A female soccer player who was injured during the game .;
4300735716.jpg| A young girl sits in the fetal position in pain .;
4300735716.jpg| A girl has fallen on a sports field .;
4300735716.jpg| A woman is laying down in the grass .;
4301874954.jpg| A blond man with a leather jacket playing a guitar and singing .;
4301874954.jpg| A blond-haired guitar singer performing in a music store .;
4301874954.jpg| A musician plays guitar in a record store .;
4301874954.jpg| A blond man is singing and playing guitar .;
4301874954.jpg| A man is singing and playing a guitar .;
4302494145.jpg| A happy mother at her baby shower is excited that her friend gave her baby a spiderman t-shirt .;
4302494145.jpg| A woman shows another woman a young boys shirt with a picture of Spider Man on it .;
4302494145.jpg| A woman displays a child 's t-shirt with Spiderman on it .;
4302494145.jpg| A woman is smiling holding up a Spiderman shirt .;
4302494145.jpg| A woman shows off child spider-man pajamas .;
4303786905.jpg| Two people are standing in front of a Hedley Museum sign looking at something in front of them .;
4303786905.jpg| A couple people at a museum looking in the gift shop , potentially going to buy something .;
4303786905.jpg| Two people are looking at items that are for sale at the Hedley Museum .;
4303786905.jpg| Two people outside near a road and signs that point to a museum .;
4303786905.jpg| Two people looking at a structure outside of a tea room .;
4304306426.jpg| A young girl is writing on a piece of paper with a purple pencil .;
4304306426.jpg| A young girl colors on a paper using a blue colored pencil .;
4304306426.jpg| A young girl draws a picture in an art room setting;
4304306426.jpg| a Young girl writing with a purple pencil .;
4304306426.jpg| A young student doing her math homework .;
431059632.jpg| A man in a white sleeveless shirt is operating a looming machine .;
431059632.jpg| Man in a tank-top working on textiles .;
431059632.jpg| A man is knitting own some machinery .;
431059632.jpg| Man using a loom to make something .;
431059632.jpg| A young man is working on a weaver .;
4311708229.jpg| Many people are walking on a brightly lit plaza at night .;
4311708229.jpg| A trolley car is passing through a city .;
4311708229.jpg| People walking through an Asian city .;
4311708229.jpg| A trolley heads through chinatown .;
4311708229.jpg| The lights at night in the city .;
431664339.jpg| A man wearing a white hat is sitting is sitting a horse drawn cart on the street .;
431664339.jpg| A donkey pulling a man in a cart that clearly has seen many years of service .;
431664339.jpg| A man with a blue shirt in a horse drawn cart travels down a cobbled street .;
431664339.jpg| A man in a hat is driving a horse-driven cart down a cobblestone street .;
431664339.jpg| A horse or mule is pulling a man in a cart down a paved road .;
4320863128.jpg| A community day to clean up the park , as volunteers rake , prune and clean up cutting branches and vines to make the park more attractive for families to gather in;
4320863128.jpg| A group of people , mostly teenagers , are working on a city sidewalk , digging and cleaning up vines .;
4320863128.jpg| A group of people work in their shared urban garden as passersby watch .;
4320863128.jpg| A large group of people are working on a sidewalk landscaping .;
4320863128.jpg| Four people doing landscape work on public street .;
4328466373.jpg| Young asian girls are presenting a poster in a white room and three are wearing glasses .;
4328466373.jpg| Six children giving a presentation on the word ' treasure ' in school .;
4328466373.jpg| Asian school children presenting a group project together .;
4328466373.jpg| Girls giving a presentation for a school class .;
4328466373.jpg| children in the school wearing uniform;
432870699.jpg| A group of musicians are playing instruments as the leader leads them .;
432870699.jpg| A band is playing a piece while a man in a white shirt conducts .;
432870699.jpg| Man in white shirt conducting a orchestra , horns and drums .;
432870699.jpg| A classical music orchestra with a conductor playing inside .;
432870699.jpg| This is some sort of band or symphony practicing .;
4329159444.jpg| A group of young people all wearing red shirts and all carrying bags or purses .;
4329159444.jpg| Several teenagers wearing red t-shirts and green t-shirts pose for a picture .;
4329159444.jpg| A group of Asian teenagers in red t-shirt pose .;
4329159444.jpg| A group of teenagers in red shirts are smiling .;
4329179652.jpg| Two teenage girls play a game with their hands together .;
4329179652.jpg| Two Asian girls playing paper , rock , scissors .;
4329179652.jpg| Two people playing a game facing each other .;
4329179652.jpg| Two girls in white tops are kneeling .;
4329179652.jpg| Two girls are kneeling on the ground .;
4329185604.jpg| Five Asian students read from papers in front of a whiteboard .;
4329185604.jpg| Five young Asian students are reciting from a sheet of paper .;
4329185604.jpg| Five students are reading off a piece of paper .;
4329185604.jpg| Students reading their answers in the classroom;
4329185604.jpg| These children are reading out loud .;
4329198220.jpg| A woman sitting in a white t-shirt , with her hands in a white powdery substance on a newspaper , is surrounded by other people in white t-shirts .;
4329198220.jpg| An Asian young woman is working with flower while surrounding by her peers .;
4329198220.jpg| Several girls are playing with flour .;
4329198220.jpg| Students working in art class .;
4329270860.jpg| Three high school students are in front of their class presenting their project .;
4329270860.jpg| A young man holding an orange paper is standing next to a young boy and girl .;
4329270860.jpg| Three young kids getting ready for a school presentation .;
4329270860.jpg| Three students giving an oral presentation .;
4329270860.jpg| A short man is giving a speech .;
4333627586.jpg| A man in light brown hat , gray coat and a blue vest with a scooter built with baskets full of oranges;
4333627586.jpg| A farmer is taking his oranges to the market to sell .;
4333627586.jpg| A man is standing with vegetables in barrels .;
4333627586.jpg| An old foreign man selling oranges .;
4333627586.jpg| Mexican man peddling fresh fruit .;
4342753575.jpg| Two people are singing while one of them is playing a guitar;
4342753575.jpg| Two men are singing together and one is playing guitar .;
4342753575.jpg| A man playing a guitar and singing with another man;
4342753575.jpg| Two young men are singing with emotion .;
4342753575.jpg| Two men singing one with a guitar .;
4349957393.jpg| A toddler wearing pink pants , brown jacket , blue mittens , and knitted multicolored hat holds onto a snow shovel twice her size while in the snow .;
4349957393.jpg| Little girl with brown snow jacket and purple snow pants is playing in the snow with a red shovel .;
4349957393.jpg| A little girl in woven hat and bundled up for the cold shoveling snow in a driveway .;
4349957393.jpg| A young girl with purple snow pants is shoveling snow .;
4349957393.jpg| A small girl in a parka and cap is shoveling snow .;
4370388029.jpg| A costumed person with blue ringlet hair wearing a red shirt and gold skirt is braiding a child 's hair .;
4370388029.jpg| A young girls hair is getting braided with golden beads by someone with blue beards in their hair .;
4370388029.jpg| A person is dressed up in colorful attire while performing a trick with a young girl 's hair .;
4370388029.jpg| A person in a red and gold costume is standing behind a man in black .;
4370388029.jpg| a child is getting her hair done;
4373143112.jpg| While singing into the microphone the man in the black shirt plays an acoustic guitar .;
4373143112.jpg| A young man with a black shirt on the stage singing while playing the guitar .;
4373143112.jpg| A man standing in front of a microphone playing a guitar .;
4373143112.jpg| A man lit in purple light plays a guitar and sings .;
4373143112.jpg| A man on stage playing guitar .;
4376939715.jpg| A business event is taking place with an attractive blond woman smiling at the camera with her phone in her hand .;
4376939715.jpg| One women in a blue top with blond-hair smiles as she sits among a large group of adults inside a building .;
4376939715.jpg| People sitting and using their electronic devices .;
4376939715.jpg| A group of people sitting in chairs and standing .;
4376939715.jpg| A blond woman with a blue shirt smiling .;
4379576356.jpg| A tall , heavyset female with long black hair and wearing a gray blouse , holding a bag of potato chips , leaning against a white wall where four paintings are hung .;
4379576356.jpg| A group of people listening to a speech or presentation near the front of the room .;
4379576356.jpg| A group of christian women stand in an art gallery on Ash Wednesday .;
4379576356.jpg| A group of women stand all looking toward the same direction .;
4379576356.jpg| A group of woman waiting to enter a convention .;
4379576888.jpg| A group of men and women workers give an applause .;
4379576888.jpg| People are clapping their hands after the speech .;
4379576888.jpg| A large group of people are applauding .;
4379576888.jpg| Everyone is clapping in this office .;
4379576888.jpg| A group of people are clapping .;
438106.jpg| CHildren doing art projects on a table , with a bicycle and sundry equipment in the background .;
438106.jpg| Two girls in green shirts , and two in white shirts , are painting pictures .;
438106.jpg| Four female children gather around a brown table to paint .;
438106.jpg| Several little girls are at a table painting .;
438106.jpg| A group of little kids paintings .;
4389769939.jpg| Several people are on a stage by a microphone ; one is lying on the floor while others are standing around with their hands out to their sides .
4389769939.jpg| A person in an orange shirt is laying on the ground while others are standing around her , smiling .;
4389769939.jpg| Four people are acting behind a woman in a yellow shirt is lying on the ground .;
4389769939.jpg| Five people on stage performing and acting while girl lay 's on belly .;
4389769939.jpg| a woman on a yellow shirt is on the floor .;
4389771753.jpg| There are five young boys on a stage wearing boy scout shirts , and one wearing a purple jacket .;
4389771753.jpg| Five boys are standing on a stage in front of a tent .;
4389771753.jpg| Boy Scouts standing on a stage by a microphone .;
4389771753.jpg| Five boy scouts performing on an indoor stage .;
4389771753.jpg| boy scouts on a stage with a microphone;
439001264.jpg| Person in a bright green jacket jogs on a road along a field .;
439001264.jpg| A man in lime jacket and red hat jogs on an empty road .;
439001264.jpg| A man is walking in a bright yellow jacket .;
439001264.jpg| a man is jogging outside on a cloudy day .;
439001264.jpg| A man is jogging in the street .;
4392254315.jpg| Local market where ladies are sitting at tables with food items that are sold in jars .;
4392254315.jpg| Vendors sit at a street market with jars of goods that are red and green .;
4392254315.jpg| A street market crowded with customers , vendors , and their wares .;
4392254315.jpg| Crowds of vendors gather on the street to sell home-canned foods .;
4392254315.jpg| People setting up to sell on the street their food .;
4395957776.jpg| Two little kids are on the stairs , one is wearing red and reading a book and the other is above him .;
4395957776.jpg| Two little boys are playing on stairs that have a carpet runner going down them .;
4395957776.jpg| Two little boys reading and looking at books on the stairs .;
4395957776.jpg| A young boy is sitting on stairs with a book .;
4395957776.jpg| A young by sits on a carpeted staircase .;
4410657516.jpg| A person in a heavy jacket and brown pants is jumping into the air with a bunch of balloons in her hand above the snow covered ground .;
4410657516.jpg| A person holding a large bunch of colorful balloons jumps in the snow .;
4410657516.jpg| Young woman holding dozens of balloons leaps over snow-covered ground .;
4410657516.jpg| A person wrapped up in winter clothing jumps up with colorful balloons;
4410657516.jpg| A child is outside flying with a lot of balloons in his hands .;
44129946.jpg| The sun is setting while a man and woman watch a boat go by .;
44129946.jpg| Two people sit on a bench and watch a boat on the water .;
44129946.jpg| A man and woman sit on a bench , watching a boat go by .;
44129946.jpg| A couple watches a boat against a skyline .;
44129946.jpg| Two people watching a boat sail past .;
4418471031.jpg| A man in a black jacket standing beside a green mailbox thoroughly soiled by a group of pigeons that are nearby .;
4418471031.jpg| An older man wearing a leather coat and cowboy hat by a mailbox standing on the street near a flock of pigeons .;
4418471031.jpg| A man in a leather jacket and cowboy style hat standing beside a mailbox and group of birds .;
4418471031.jpg| A man in a leather jacket and cowboy hat holds his hand out on the street .;
4418471031.jpg| An old man in a black vest next to a green mailbox .;
4429770139.jpg| A woman in yellow is standing next to a concrete railing and a high voltage warning sign , behind a flight of stairs .;
4429770139.jpg| A woman in yellow gazes from a concrete balcony , there is a stairway in the foreground .;
4429770139.jpg| A middle-aged lady in yellow is on a platform waiting for a train .;
4429770139.jpg| A woman in a yellow shirt at a train station .;
4429770139.jpg| A woman is standing behind a wall .;
4430997316.jpg| A dark-haired woman wearing white sunglasses with a green tank top , green beads and a green button carrying a brown clutch with a funny smile on her face .;
4430997316.jpg| A woman in a green tank top and green necklace , wearing sunglasses , holding a purse .;
4430997316.jpg| A woman in a green tank top holding a purse opens her mouth and looks excited .;
4430997316.jpg| A woman wearing a green top and sunglasses acts surprised or shocked .;
4430997316.jpg| A woman in a green shirt signaling .;
4433206636.jpg| A man with long hair is vacuuming a carpet that is laid over a wood floor and is partially rolled up .;
4433206636.jpg| If this equipment works properly I should be able to pick up every single speck .;
4433206636.jpg| A woman demonstrates how to operate a vacuum cleaner while others watch .;
4433206636.jpg| There is a group of people dressed in blue one is vacuuming a carpet .;
4433206636.jpg| Person with long hair and warm clothing vacuums a rug .;
44341119.jpg| Several people talking and spending time together in a room .;
44341119.jpg| People hanging out indoors as one walks toward the door .;
44341119.jpg| A few women are in a room holding drinks .;
44341119.jpg| A trio of women talks while at a party .;
44341119.jpg| People attend a gathering at a house .;
4434822945.jpg| Two men in a street where 1 is pushing his bike and carrying something in his other hand looking towards the other man as he is saying something .;
4434822945.jpg| A woman with a bike is looking at a statue , the statue is a display for an Asian restaurant .;
4434822945.jpg| A passerby with a bike looking at a mime on the street .;
4434822945.jpg| A person is walking a bicycle down a city street .;
4434822945.jpg| man walking beside bicycle by a statue of a boy .;
4434879741.jpg| A man shovels snow off of a sidewalk while a child in a red parka walks by .;
4434879741.jpg| A man in a sweatshirt is shoveling snow off a sidewalk .;
4434879741.jpg| A man shoveling snow off the sidewalk in the city .;
4434879741.jpg| A man shovels snow off of the sidewalk .;
4434879741.jpg| A man shoveling a busy city sidewalk .;
4436222610.jpg| a woman modeling outside on front of a crowd wearing a black and blue bikini , a pink robe with hearts , and dark purple high heel shoes .;
4436222610.jpg| A woman wears a robe and bikini with heels as she stands on stage next to a flower pot .;
4436222610.jpg| A model in a black bikini with blue trim and a pink robe with hearts on it .;
4436222610.jpg| A woman in a black bikini is wearing high heels .;
4436222610.jpg| A blond woman in a bikini and high heels .;
4436634122.jpg| Woman in a pink shirt and wearing a pink hat in front of table with food on it .;
4436634122.jpg| A woman wearing all pink is standing behind a range with pancakes on it .;
4436634122.jpg| A vendor stands behind her products waiting for customers .;
4436634122.jpg| women wearing a pink shirt selling donuts in a park .;
4436634122.jpg| A woman in a pink shirt standing over a griddle .;
4436781562.jpg| A person is walking miniature horses through a city street at night .;
4436781562.jpg| People walking under a theater sign are shown in this picture .;
4436781562.jpg| Two people walk towards a person with three miniature horses .;
4436781562.jpg| People are going in and out of what looks to be a theater .;
4436781562.jpg| Some ponies and people walk on a busy sidewalk .;
4439099586.jpg| A woman wearing a heavy tan coat , wool hat and sunglasses , carries a sign promoting a broadway play , along New York 's Times Square .;
4439099586.jpg| A woman stands on the sidewalk of a city street wearing a sandwich board advertisement while people walk by .;
4439099586.jpg| A woman in sunglasses and a hat standing on the street with a special offer sandwich board on her .;
4439099586.jpg| A person standing on a sidewalk holding an advertisement while people walk by .;
444047125.jpg| A person with a backpack and walking stick , walking towards the mountains in the valley below .;
444047125.jpg| Three people walk through a valley towards snowy mountains .;
444047125.jpg| A person walks in the valley between tall mountains .;
444047125.jpg| A person hiking at the foot of snowcapped mountains .;
444047125.jpg| People with backpacks hiking in the mountains .;
4443088094.jpg| People are walking in the city on the street , with bikes parked up to the left of the picture .;
4443088094.jpg| asian women walking down a sidewalk in a large city in midday .;
4443088094.jpg| Image of an asian city with people walking down the sidewalk .;
4443088094.jpg| A couple of ladies walking down a street lined with bicycles .;
4443088094.jpg| three women , two which are elderly walking on a sidewalk .;
4444783987.jpg| Class full of African students sitting in blue desks with teacher in the front of the classroom .;
4444783987.jpg| A group of children in class with their teacher .;
4444783987.jpg| A classroom full of kids sitting at blue desks .;
4444783987.jpg| A class of children sitting at blue desks .;
4444783987.jpg| A class of children sit at blue desks .;
4444914032.jpg| A lady with a green scarf sits on a bench with a man in an orange tank and another man with a dog .;
4444914032.jpg| Two men and a woman sit on a brown bench with a brown dog .;
4444914032.jpg| Three people sitting on a brown wooden bench .;
4444914032.jpg| Two men and one woman sit on a public bench .;
4444914032.jpg| A man with a dog is sitting on a bench .;
4445556540.jpg| Several African children looking toward the blackboard in school , while two look back toward the camera .;
4445556540.jpg| A group of black children sits behind red desks in a classroom .;
4445556540.jpg| School children reading and listening in africa .;
4445556540.jpg| A crowded classroom in a third world country .;
4445556540.jpg| A classroom full of kids of different ages .;
4447440388.jpg| Two females , one wearing a yellow dress , the other wearing a white top and black shorts posing for a picture .;
4447440388.jpg| A woman in a white shirt poses for the camera in front of another woman in a yellow dress .;
